turn,heading,epfd,hour,imo,to_bow,course,to_stern,status,callsign,month,to_port,to_starboard,lat,spare_1,destination,maneuver,msg_type,raim,dte,second,ais_version,speed,ship_type,draught,day,accuracy,radio,minute,mmsi,year,repeat,lon,shipname
0.0,6,,,,,152.0,,9,,,,,41.3698,b'\x00',,0,1,False,,60,,0.0,,,,True,49253,,224904000,,0,2.185785,
0.0,26,,,,,310.7,,0,,,,,41.364012,b'\x00',,0,3,False,,55,,0.0,,,,False,29107,,224115180,,0,2.179708,
TurnRate.NO_TI_DEFAULT,511,,,,,360.0,,0,,,,,41.340407,b'\x00',,0,1,True,,57,,0.1,,,,True,67699,,224551570,,0,2.16525,
0.0,217,,,,,124.5,,0,,,,,41.311028,b'\x00',,0,1,False,,57,,0.1,,,,True,2290,,636020899,,0,2.150925,
0.0,23,,,,,127.8,,5,,,,,41.333613,b'\x00',,0,3,False,,58,,0.0,,,,False,84938,,215498000,,0,2.15064,
0.0,6,,,,,251.1,,15,,,,,41.345815,b'\x00',,0,1,False,,55,,0.0,,,,True,49234,,224026000,,0,2.151997,
TurnRate.NO_TI_DEFAULT,511,,,,,348.4,,0,,,,,41.34057,b'\x00',,0,3,True,,58,,0.4,,,,True,7137,,224304570,,0,2.165328,
TurnRate.NO_TI_LEFT,72,,,,,170.3,,0,,,,,41.327663,b'\x00',,0,1,True,,58,,0.6,,,,True,67751,,225987163,,0,2.158513,
,,1,16,9234410,81,,9,,YLOU,2,7,5,,b'\x00',ES BSN,,5,,False,,2,,70,3.2,10,,,0,275488000,,0,,MOONRAY
237.0,336,,,,,314.6,,0,,,,,41.293715,b'\x00',,0,1,False,,59,,14.9,,,,True,49202,,225994881,,0,2.181088,
TurnRate.NO_TI_DEFAULT,511,,,,,84.3,,0,,,,,41.338788,b'\x00',,0,1,False,,59,,0.1,,,,False,114813,,224569880,,0,2.166157,
-1.0,328,,,,,334.6,,0,,,,,41.294782,b'\x00',,0,3,False,,56,,7.4,,,,True,2352,,613013405,,0,2.180723,
TurnRate.NO_TI_DEFAULT,511,,,,,234.0,,5,,,,,41.3431,b'\x00',,0,1,False,,0,,7.8,,,,False,35008,,224350720,,0,2.156283,
0.0,206,,,,,277.5,,5,,,,,41.364583,b'\x00',,0,3,False,,59,,0.0,,,,True,85050,,377901289,,0,2.1878,
TurnRate.NO_TI_LEFT,109,,,,,41.8,,0,,,,,41.337783,b'\x00',,0,1,False,,0,,0.0,,,,True,32772,,224569790,,0,2.165825,
,,15,18,,,,,,,2,,,41.340802,b'\x00\x00',,,4,True,,59,,,,,11,False,82020,18,2240002,2024,0,2.164633,
,,7,18,,,,,,,2,,,41.335082,b'\x00\x00',,,4,False,,59,,,,,11,False,2250,18,2240991,2024,0,2.141278,
2.0,8,,,,,284.6,,0,,,,,41.371287,b'\x00',,0,1,False,,59,,0.0,,,,False,2196,,224588000,,0,2.177168,
8.0,329,,,,,334.8,,0,,,,,41.294847,b'\x00',,0,3,False,,58,,7.4,,,,True,4608,,613013405,,0,2.18068,
,,15,18,,,,,,,2,,,41.417342,b'\x80\x00',,,4,True,,0,,,,,11,False,65571,19,2241128,2024,0,2.114203,
TurnRate.NO_TI_DEFAULT,511,,,,,266.7,,15,,,,,41.34631,b'\x00',,0,1,False,,59,,0.0,,,,True,114777,,225394000,,0,2.152123,
0.0,3,,,,,81.0,,0,,,,,41.130508,b'\x00',,0,1,False,,2,,2.1,,,,False,49312,,354340000,,0,2.33927,
TurnRate.NO_TI_DEFAULT,511,,,,,19.5,,7,,,,,41.372963,b'\x00',,0,1,True,,1,,0.0,,,,True,65605,,224368920,,0,2.18491,
TurnRate.NO_TI_DEFAULT,511,,,,,83.2,,7,,,,,41.373702,b'\x00',,0,1,True,,2,,0.0,,,,True,32846,,224066460,,0,2.185002,
0.0,27,,,,,360.0,,0,,,,,41.335597,b'\x00',,0,1,True,,2,,0.0,,,,True,49256,,224101930,,0,2.144943,
11.0,329,,,,,334.2,,0,,,,,41.294877,b'\x00',,0,3,False,,59,,7.3,,,,True,0,,613013405,,0,2.18066,
0.0,271,,,,,269.8,,0,,,,,41.26966,b'\x00',,0,1,False,,2,,11.4,,,,True,32861,,636011280,,0,2.265127,
TurnRate.NO_TI_DEFAULT,511,,,,,298.1,,0,,,,,41.378765,b'\x00',,0,1,True,,3,,0.1,,,,False,82036,,224001990,,0,2.182602,
0.0,232,,,,,143.4,,0,,,,,41.299638,b'\x00',,0,1,False,,2,,1.0,,,,False,82051,,636020334,,0,2.463493,
2.0,329,,,,,334.2,,0,,,,,41.294938,b'\x00',,0,3,False,,1,,7.3,,,,True,9120,,613013405,,0,2.180618,
0.0,226,,,,,331.7,,15,,,,,41.342947,b'\x00',,0,1,False,,2,,0.0,,,,True,2210,,225989401,,0,2.15858,
0.0,149,,,,,275.4,,5,,,,,41.41295,b'\x00',,0,3,True,,1,,0.0,,,,True,0,,538071663,,0,2.229512,
0.0,56,,,,,240.7,,0,,,,,41.34798,b'\x00',,0,1,False,,4,,0.0,,,,False,25676,,224327160,,0,2.162733,
TurnRate.NO_TI_DEFAULT,511,,,,,360.0,,0,,,,,41.340577,b'\x00',,0,3,True,,4,,0.2,,,,True,7825,,224304570,,0,2.165323,
0.0,5,,,,,91.4,,7,,,,,41.374792,b'\x00',,0,1,False,,4,,0.0,,,,False,25676,,224220140,,0,2.18527,
0.0,254,,,,,255.0,,0,,,,,41.293,b'\x00',,0,1,False,,1,,10.5,,,,True,49228,,566725000,,0,2.295767,
0.0,181,,,,,184.5,,5,,,,,41.33522,b'\x00',,0,3,False,,2,,8.2,,,,True,11953,,224746000,,0,2.165655,
0.0,187,,,,,103.8,,0,,,,,41.261985,b'\x00',,0,1,False,,6,,1.0,,,,False,65743,,357096000,,0,2.513827,
0.0,5,,,,,253.5,,0,,,,,41.34082,b'\x00',,0,1,False,,4,,0.0,,,,False,25676,,224220360,,0,2.150238,
0.0,26,,,,,310.7,,0,,,,,41.364012,b'\x00',,0,1,False,,4,,0.0,,,,False,65761,,224115180,,0,2.179708,
-8.0,328,,,,,333.6,,0,,,,,41.295027,b'\x00',,0,3,False,,4,,7.3,,,,True,0,,613013405,,0,2.180552,
0.0,6,,,,,152.0,,9,,,,,41.369803,b'\x00',,0,1,False,,5,,0.0,,,,True,49253,,224904000,,0,2.185783,
0.0,6,,,,,251.1,,15,,,,,41.345815,b'\x00',,0,1,False,,4,,0.0,,,,True,49234,,224026000,,0,2.151997,
TurnRate.NO_TI_DEFAULT,511,,,,,360.0,,0,,,,,41.32771,b'\x00',,0,1,True,,7,,0.2,,,,True,2228,,225987164,,0,2.158162,
0.0,217,,,,,124.0,,0,,,,,41.311035,b'\x00',,0,1,False,,7,,0.1,,,,True,65844,,636020899,,0,2.150927,
TurnRate.NO_TI_DEFAULT,511,,,,,236.0,,5,,,,,41.3429,b'\x00',,0,1,False,,9,,8.1,,,,False,65846,,224350720,,0,2.1559,
3.0,329,,,,,334.3,,0,,,,,41.295058,b'\x00',,0,3,False,,5,,7.3,,,,True,2928,,613013405,,0,2.18053,
TurnRate.NO_TI_DEFAULT,511,,,,,360.0,,0,,,,,41.340407,b'\x00',,0,1,True,,8,,0.1,,,,True,25676,,224551570,,0,2.16525,
TurnRate.NO_TI_DEFAULT,511,,,,,115.9,,0,,,,,41.338805,b'\x00',,0,1,False,,8,,0.2,,,,False,65863,,224569880,,0,2.16618,
,,1,17,71127,18,,14,,EAZG,7,5,2,,b'\x00',EIVISSA,,5,,False,,0,,69,4.5,16,,,0,224001990,,0,,SOUTHERN CROSS
,,15,18,,,,,,,2,,,41.340803,b'\x00\x00',,,4,True,,9,,,,,11,False,82020,19,2240002,2024,0,2.164633,
,,7,18,,,,,,,2,,,41.335082,b'\x00\x00',,,4,False,,9,,,,,11,False,49293,19,2240991,2024,0,2.141278,
TurnRate.NO_TI_DEFAULT,511,,,,,263.8,,15,,,,,41.346308,b'\x00',,0,1,False,,9,,0.0,,,,True,65941,,225394000,,0,2.15212,
TurnRate.NO_TI_DEFAULT,511,,,,,360.0,,0,,,,,41.340587,b'\x00',,0,1,True,,10,,0.2,,,,True,49251,,224304570,,0,2.165325,
,,15,18,,,,,,,2,,,41.417342,b'\x80\x00',,,4,True,,10,,,,,11,False,65946,19,2241128,2024,0,2.114203,
0.0,8,,,,,284.6,,0,,,,,41.371285,b'\x00',,0,1,False,,10,,0.0,,,,False,33181,,224588000,,0,2.17717,
0.0,193,,,,,5.0,,5,,,,,41.338438,b'\x00',,0,3,False,,49,,0.0,,,,False,84938,,229353000,,0,2.165595,
,,1,19,9391177,67,,10,,EBXL,3,10,8,,b'\x00',ES BCN,,5,,False,,1,,80,4.2,22,,,0,224327160,,0,,GREENOIL
TurnRate.NO_TI_LEFT,108,,,,,41.8,,0,,,,,41.337775,b'\x00',,0,1,False,,11,,0.0,,,,True,82068,,224569790,,0,2.165823,
TurnRate.NO_TI_DEFAULT,511,,,,,301.7,,0,,,,,41.378768,b'\x00',,0,1,True,,12,,0.1,,,,False,49268,,224001990,,0,2.182605,
TurnRate.NO_TI_DEFAULT,511,,,,,21.0,,7,,,,,41.372962,b'\x00',,0,1,True,,12,,0.0,,,,True,82000,,224368920,,0,2.184922,
0.0,271,,,,,269.9,,0,,,,,41.269663,b'\x00',,0,1,False,,12,,11.4,,,,True,49261,,636011280,,0,2.264427,
TurnRate.NO_TI_LEFT,29,,,,,216.7,,0,,,,,41.32754,b'\x00',,0,3,True,,12,,2.6,,,,True,7904,,225987163,,0,2.158495,
0.0,27,,,,,360.0,,0,,,,,41.335597,b'\x00',,0,1,True,,12,,0.0,,,,True,82025,,224101930,,0,2.144947,
0.0,25,,,,,343.9,,5,,,,,41.358787,b'\x00',,0,3,False,,11,,0.0,,,,True,84010,,636018574,,0,2.175867,
TurnRate.NO_TI_DEFAULT,511,,,,,92.4,,7,,,,,41.373707,b'\x00',,0,1,True,,13,,0.0,,,,True,25676,,224066460,,0,2.184995,
0.0,56,,,,,240.7,,0,,,,,41.34798,b'\x00',,0,1,False,,13,,0.0,,,,False,25676,,224327160,,0,2.162732,
,,1,12,9398955,77,,8,,ECLF,9,4,12,,b'\x00',BARCELONA,,5,,False,,0,,82,4.8,28,,,0,224220360,,0,,SPABUNKER CINCUENTA
0.0,4,,,,,76.7,,7,,,,,41.374785,b'\x00',,0,1,False,,13,,0.1,,,,False,98823,,224220140,,0,2.185278,
0.0,231,,,,,142.7,,0,,,,,41.2996,b'\x00',,0,1,False,,13,,1.0,,,,False,49284,,636020334,,0,2.463538,
0.0,5,,,,,253.5,,0,,,,,41.34082,b'\x00',,0,1,False,,13,,0.0,,,,False,25676,,224220360,,0,2.150238,
0.0,37,,,,,36.3,,0,,,,,41.131895,b'\x00',,0,1,True,,13,,13.3,,,,True,82013,,636019446,,0,2.029388,
0.0,255,,,,,255.0,,0,,,,,41.292867,b'\x00',,0,1,False,,11,,10.5,,,,True,66083,,566725000,,0,2.29515,
TurnRate.NO_TI_RIGHT,83,,,,,360.0,,5,,,,,41.433383,b'\x00',,0,3,True,,14,,0.1,,,,True,83354,,247381870,,0,2.24202,
0.0,182,,,,,184.4,,5,,,,,41.334765,b'\x00',,0,3,False,,13,,8.6,,,,True,1,,224746000,,0,2.165613,
TurnRate.NO_TI_LEFT,31,,,,,221.2,,0,,,,,41.327517,b'\x00',,0,3,True,,15,,3.3,,,,True,3840,,225987163,,0,2.158457,
0.0,26,,,,,310.7,,0,,,,,41.364012,b'\x00',,0,1,False,,14,,0.0,,,,False,66152,,224115180,,0,2.17971,
0.0,6,,,,,152.0,,9,,,,,41.369807,b'\x00',,0,1,False,,60,,0.0,,,,True,33411,,224904000,,0,2.185783,
TurnRate.NO_TI_DEFAULT,511,,,,,97.2,,0,,,,,41.340577,b'\x00',,0,1,True,,17,,0.2,,,,True,49251,,224304570,,0,2.165328,
TurnRate.NO_TI_DEFAULT,511,,,,,360.0,,0,,,,,41.32771,b'\x00',,0,1,True,,17,,0.1,,,,True,25676,,225987164,,0,2.158163,
0.0,217,,,,,125.9,,0,,,,,41.311037,b'\x00',,0,1,False,,16,,0.1,,,,True,2258,,636020899,,0,2.15093,
TurnRate.NO_TI_DEFAULT,511,,,,,236.0,,5,,,,,41.342667,b'\x00',,0,1,False,,19,,8.3,,,,False,49243,,224350720,,0,2.155467,
TurnRate.NO_TI_LEFT,34,,,,,222.1,,0,,,,,41.327477,b'\x00',,0,1,True,,18,,3.8,,,,True,98993,,225987163,,0,2.158412,
TurnRate.NO_TI_DEFAULT,511,,,,,360.0,,0,,,,,41.340407,b'\x00',,0,1,True,,18,,0.0,,,,True,49247,,224551570,,0,2.165245,
0.0,207,,,,,97.8,,5,,,,,41.380252,b'\x00',,0,3,False,,18,,0.0,,,,False,85290,,319227500,,0,2.185187,
0.0,6,,,,,251.1,,15,,,,,41.345815,b'\x00',,0,1,False,,15,,0.0,,,,True,49234,,224026000,,0,2.151995,
,,1,7,9226918,210,,94,,H9VY,2,26,14,,b'\x00',ESBCN,,5,,False,,1,,70,8.3,12,,,0,354340000,,0,,MSC MELISSA
0.0,8,,,,,284.6,,0,,,,,41.371285,b'\x00',,0,1,False,,19,,0.0,,,,False,49264,,224588000,,0,2.177172,
,,15,18,,,,,,,2,,,41.340807,b'\x00\x00',,,4,True,,19,,,,,11,False,82020,19,2240002,2024,0,2.164633,
TurnRate.NO_TI_DEFAULT,511,,,,,110.8,,0,,,,,41.3388,b'\x00',,0,1,False,,20,,0.2,,,,False,49277,,224569880,,0,2.166185,
,,7,18,,,,,,,2,,,41.335082,b'\x00\x00',,,4,False,,19,,,,,11,False,82067,19,2240991,2024,0,2.141278,
,,15,18,,,,,,,2,,,41.41734,b'\x80\x00',,,4,True,,20,,,,,11,False,66321,19,2241128,2024,0,2.114205,
0.0,3,,,,,85.0,,0,,,,,41.130528,b'\x00',,0,1,False,,21,,1.9,,,,False,2321,,354340000,,0,2.33952,
0.0,249,,,,,142.4,,5,,,,,41.378668,b'\x00',,0,3,False,,19,,0.0,,,,False,0,,319086800,,0,2.186697,
TurnRate.NO_TI_LEFT,108,,,,,41.8,,0,,,,,41.337768,b'\x00',,0,1,False,,21,,0.0,,,,True,49300,,224569790,,0,2.165815,
0.0,27,,,,,360.0,,0,,,,,41.335595,b'\x00',,0,1,True,,21,,0.1,,,,True,25676,,224101930,,0,2.144948,
TurnRate.NO_TI_DEFAULT,511,,,,,269.1,,15,,,,,41.346312,b'\x00',,0,1,False,,20,,0.0,,,,True,82009,,225394000,,0,2.152112,
TurnRate.NO_TI_DEFAULT,511,,,,,32.1,,7,,,,,41.37296,b'\x00',,0,1,True,,22,,0.0,,,,True,66371,,224368920,,0,2.184937,
0.0,55,,,,,240.7,,0,,,,,41.34798,b'\x00',,0,1,False,,23,,0.0,,,,False,49248,,224327160,,0,2.162732,
TurnRate.NO_TI_DEFAULT,511,,,,,295.9,,0,,,,,41.378767,b'\x00',,0,1,True,,23,,0.1,,,,False,66387,,224001990,,0,2.18261,
TurnRate.NO_TI_DEFAULT,511,,,,,360.0,,0,,,,,41.340577,b'\x00',,0,1,True,,22,,0.2,,,,True,99156,,224304570,,0,2.165328,
0.0,225,,,,,331.7,,15,,,,,41.342945,b'\x00',,0,1,False,,21,,0.1,,,,True,33630,,225989401,,0,2.158575,
TurnRate.NO_TI_DEFAULT,511,,,,,93.4,,7,,,,,41.373707,b'\x00',,0,1,True,,23,,0.0,,,,True,49242,,224066460,,0,2.18499,
0.0,231,,,,,142.3,,0,,,,,41.29957,b'\x00',,0,1,False,,22,,1.0,,,,False,66411,,636020334,,0,2.463578,
0.0,270,,,,,270.2,,0,,,,,41.269663,b'\x00',,0,1,False,,23,,11.4,,,,True,66414,,636011280,,0,2.263657,
,,1,8,9918767,15,,77,,EACK,2,1,16,,b'\x00',ESBCN,,5,,False,,2,,82,4.0,9,,,0,224882000,,0,,HAUGESUND KNUTSEN
0.0,5,,,,,74.8,,7,,,,,41.374783,b'\x00',,0,1,False,,24,,0.0,,,,False,66459,,224220140,,0,2.18528,
1.0,255,,,,,254.4,,0,,,,,41.29275,b'\x00',,0,1,False,,21,,10.5,,,,True,49226,,566725000,,0,2.294517,
0.0,183,,,,,184.7,,5,,,,,41.33439,b'\x00',,0,3,False,,22,,8.8,,,,True,1,,224746000,,0,2.165572,
TurnRate.NO_TI_DEFAULT,511,,,,,0.0,,5,,,,,41.365333,b'\x00',,0,3,False,,26,,0.0,,,,False,84298,,256946000,,0,2.1873,
0.0,188,,,,,103.8,,0,,,,,41.261973,b'\x00',,0,1,False,,26,,1.1,,,,False,66500,,357096000,,0,2.51396,
TurnRate.NO_TI_LEFT,44,,,,,224.3,,0,,,,,41.32737,b'\x00',,0,3,True,,25,,4.6,,,,True,4016,,225987163,,0,2.158285,
0.0,5,,,,,253.5,,0,,,,,41.34082,b'\x00',,0,1,False,,24,,0.0,,,,False,49237,,224220360,,0,2.150238,
TurnRate.NO_TI_DEFAULT,511,,,,,360.0,,0,,,,,41.32771,b'\x00',,0,1,True,,26,,0.0,,,,True,66534,,225987164,,0,2.158158,
0.0,26,,,,,310.7,,0,,,,,41.36401,b'\x00',,0,1,False,,24,,0.0,,,,False,114799,,224115180,,0,2.179708,
-14.0,328,,,,,333.2,,0,,,,,41.295673,b'\x00',,0,3,False,,25,,7.4,,,,True,4352,,613013405,,0,2.18013,
0.0,276,,,,,360.0,,5,,,,,41.371398,b'\x00',,0,3,True,,26,,0.0,,,,True,0,,319156300,,0,2.186373,
,,1,9,1007093,30,,20,,V7YM3,1,5,5,,b'\x00',BARCELONA,,5,,False,,1,,37,3.2,14,,,0,538070845,,0,,EILEEN
-14.0,328,,,,,333.2,,0,,,,,41.295673,b'\x00',,0,3,False,,25,,7.4,,,,True,6176,,613013405,,0,2.18013,
0.0,6,,,,,251.1,,15,,,,,41.345815,b'\x00',,0,1,False,,24,,0.0,,,,True,49234,,224026000,,0,2.151997,
TurnRate.NO_TI_DEFAULT,511,,,,,360.0,,0,,,,,41.340407,b'\x00',,0,1,True,,27,,0.0,,,,True,82015,,224551570,,0,2.165245,
0.0,6,,,,,152.0,,9,,,,,41.369813,b'\x00',,0,1,False,,60,,0.0,,,,True,49253,,224904000,,0,2.185787,
,,1,3,9083043,135,,16,,ESRR,2,11,8,,b'\x00',ESSCT,,5,,False,,2,,70,6.1,15,,,0,276870000,,0,,NANTO
0.0,217,,,,,127.0,,0,,,,,41.311038,b'\x00',,0,1,False,,28,,0.1,,,,True,33838,,636020899,,0,2.15093,
TurnRate.NO_TI_DEFAULT,511,,,,,123.1,,0,,,,,41.338797,b'\x00',,0,1,False,,28,,0.2,,,,False,25676,,224569880,,0,2.16619,
TurnRate.NO_TI_DEFAULT,511,,,,,360.0,,0,,,,,41.34057,b'\x00',,0,1,True,,29,,0.2,,,,True,82019,,224304570,,0,2.165328,
0.0,8,,,,,284.6,,0,,,,,41.371283,b'\x00',,0,1,False,,29,,0.0,,,,False,82032,,224588000,,0,2.177172,
TurnRate.NO_TI_DEFAULT,511,,,,,236.0,,5,,,,,41.342417,b'\x00',,0,1,False,,30,,8.4,,,,False,33881,,224350720,,0,2.154983,
12.0,328,,,,,333.5,,0,,,,,41.295768,b'\x00',,0,3,False,,28,,7.3,,,,True,0,,613013405,,0,2.180068,
12.0,328,,,,,333.5,,0,,,,,41.295768,b'\x00',,0,3,False,,28,,7.3,,,,True,0,,613013405,,0,2.180068,
TurnRate.NO_TI_LEFT,42,,,,,218.1,,0,,,,,41.327303,b'\x00',,0,1,True,,29,,4.8,,,,True,49245,,225987163,,0,2.158212,
,,15,18,,,,,,,2,,,41.340808,b'\x00\x00',,,4,True,,29,,,,,11,False,82020,19,2240002,2024,0,2.164632,
,,7,18,,,,,,,2,,,41.335082,b'\x00\x00',,,4,False,,29,,,,,11,False,25676,19,2240991,2024,0,2.141278,
,,15,18,,,,,,,2,,,41.41734,b'\x80\x00',,,4,True,,30,,,,,11,False,66696,19,2241128,2024,0,2.114205,
TurnRate.NO_TI_DEFAULT,511,,,,,269.4,,15,,,,,41.34631,b'\x00',,0,1,False,,30,,0.0,,,,True,25676,,225394000,,0,2.152117,
-10.0,285,,,,,0.1,,1,,,,,41.31078,b'\x00',,0,3,False,,30,,0.6,,,,False,83802,,636016702,,0,2.190138,
7.0,329,,,,,334.3,,0,,,,,41.295798,b'\x00',,0,3,False,,29,,7.3,,,,True,11793,,613013405,,0,2.18005,
0.0,27,,,,,360.0,,0,,,,,41.335595,b'\x00',,0,1,True,,31,,0.0,,,,True,33966,,224101930,,0,2.144953,
TurnRate.NO_TI_DEFAULT,511,,,,,34.8,,7,,,,,41.372957,b'\x00',,0,1,True,,32,,0.0,,,,True,66742,,224368920,,0,2.184947,
TurnRate.NO_TI_LEFT,39,,,,,213.7,,0,,,,,41.327247,b'\x00',,0,3,True,,32,,4.8,,,,True,8080,,225987163,,0,2.15816,
0.0,2,,,,,85.0,,0,,,,,41.130542,b'\x00',,0,1,False,,33,,2.1,,,,False,2200,,354340000,,0,2.339678,
,,1,5,9143544,234,,60,,ZCEV2,2,16,16,,b'\x00',ESVLC,,5,,False,,0,,79,9.0,12,,,0,310764000,,0,,KOBE EXPRESS
0.0,270,,,,,269.8,,0,,,,,41.269663,b'\x00',,0,1,False,,32,,11.4,,,,True,66769,,636011280,,0,2.263028,
0.0,55,,,,,240.7,,0,,,,,41.34798,b'\x00',,0,1,False,,33,,0.1,,,,False,82016,,224327160,,0,2.162732,
TurnRate.NO_TI_DEFAULT,511,,,,,88.3,,7,,,,,41.373712,b'\x00',,0,1,True,,33,,0.1,,,,True,25676,,224066460,,0,2.184987,
,,1,5,9143544,234,,60,,ZCEV2,2,16,16,,b'\x00',ESVLC,,5,,False,,0,,79,9.0,12,,,0,310764000,,0,,KOBE EXPRESS
-7.0,328,,,,,333.7,,0,,,,,41.295888,b'\x00',,0,3,False,,32,,7.4,,,,True,8672,,613013405,,0,2.179992,
0.0,5,,,,,56.7,,7,,,,,41.374787,b'\x00',,0,1,False,,34,,0.0,,,,False,66819,,224220140,,0,2.18527,
-34.0,330,,,,,333.2,,0,,,,,41.295618,b'\x00',,0,1,False,,34,,8.7,,,,True,34055,,225994881,,0,2.179927,
0.0,231,,,,,142.6,,0,,,,,41.29953,b'\x00',,0,1,False,,34,,1.0,,,,False,82052,,636020334,,0,2.463622,
0.0,182,,,,,185.2,,5,,,,,41.333967,b'\x00',,0,1,False,,32,,8.9,,,,True,49305,,224746000,,0,2.165515,
TurnRate.NO_TI_DEFAULT,511,,,,,360.0,,0,,,,,41.34057,b'\x00',,0,1,True,,34,,0.0,,,,True,66857,,224304570,,0,2.165327,
1.0,255,,,,,255.0,,0,,,,,41.292617,b'\x00',,0,1,False,,32,,10.5,,,,True,25676,,566725000,,0,2.293833,
0.0,188,,,,,103.4,,0,,,,,41.261958,b'\x00',,0,1,False,,36,,1.0,,,,False,49275,,357096000,,0,2.514027,
0.0,26,,,,,310.7,,0,,,,,41.36401,b'\x00',,0,1,False,,34,,0.0,,,,False,82031,,224115180,,0,2.17971,
0.0,5,,,,,253.5,,0,,,,,41.340822,b'\x00',,0,1,False,,34,,0.0,,,,False,25676,,224220360,,0,2.150238,
TurnRate.NO_TI_DEFAULT,511,,,,,360.0,,0,,,,,41.32771,b'\x00',,0,1,True,,36,,0.1,,,,True,25676,,225987164,,0,2.158155,
12.0,328,,,,,333.6,,0,,,,,41.295978,b'\x00',,0,3,False,,35,,7.4,,,,True,4176,,613013405,,0,2.179933,
0.0,190,,,,,254.5,,5,,,,,41.369843,b'\x00',,0,3,False,,38,,0.0,,,,False,85002,,249630000,,0,2.186175,
TurnRate.NO_TI_DEFAULT,511,,,,,360.0,,0,,,,,41.340407,b'\x00',,0,3,True,,37,,0.2,,,,True,179,,224551570,,0,2.165245,
0.0,6,,,,,251.1,,15,,,,,41.345815,b'\x00',,0,1,False,,35,,0.0,,,,True,25676,,224026000,,0,2.151995,
0.0,217,,,,,127.2,,0,,,,,41.311038,b'\x00',,0,1,False,,38,,0.1,,,,True,2258,,636020899,,0,2.150925,
,,15,24,0,9,,3,,,0,2,1,,b'\x00',BCN/ESP,,5,,False,,2,,50,1.5,0,,,60,224551570,,0,,ORION BCN PILOT
0.0,6,,,,,152.0,,9,,,,,41.369815,b'\x00',,0,1,False,,60,,0.0,,,,True,2193,,224904000,,0,2.185787,
TurnRate.NO_TI_DEFAULT,511,,,,,236.0,,5,,,,,41.342233,b'\x00',,0,1,False,,39,,8.4,,,,False,2217,,224350720,,0,2.154583,
0.0,8,,,,,284.6,,0,,,,,41.371285,b'\x00',,0,1,False,,38,,0.0,,,,False,49264,,224588000,,0,2.177173,
TurnRate.NO_TI_DEFAULT,511,,,,,122.3,,0,,,,,41.338787,b'\x00',,0,1,False,,40,,0.2,,,,False,2261,,224569880,,0,2.16621,
,,15,18,,,,,,,2,,,41.34081,b'\x00\x00',,,4,True,,39,,,,,11,False,82020,19,2240002,2024,0,2.164632,
3.0,329,,,,,334.1,,0,,,,,41.29604,b'\x00',,0,3,False,,37,,7.4,,,,True,12177,,613013405,,0,2.179895,
,,7,18,,,,,,,2,,,41.335082,b'\x00\x00',,,4,False,,39,,,,,11,False,25676,19,2240991,2024,0,2.141278,
94.0,329,,,,,329.3,,0,,,,,41.295855,b'\x00',,0,1,False,,40,,9.8,,,,True,34302,,225994881,,0,2.17973,
,,15,18,,,,,,,2,,,41.417342,b'\x80\x00',,,4,True,,40,,,,,11,False,67071,19,2241128,2024,0,2.114205,
TurnRate.NO_TI_DEFAULT,511,,,,,360.0,,0,,,,,41.34057,b'\x00',,0,1,True,,40,,0.0,,,,True,67077,,224304570,,0,2.165325,
TurnRate.NO_TI_DEFAULT,511,,,,,29.7,,7,,,,,41.372953,b'\x00',,0,1,True,,41,,0.0,,,,True,34310,,224368920,,0,2.184955,
TurnRate.NO_TI_DEFAULT,511,,,,,260.7,,15,,,,,41.346305,b'\x00',,0,1,False,,40,,0.0,,,,True,34313,,225394000,,0,2.152125,
TurnRate.NO_TI_RIGHT,108,,,,,41.8,,0,,,,,41.337788,b'\x00',,0,1,False,,41,,0.0,,,,True,34318,,224569790,,0,2.165797,
0.0,183,,,,,185.2,,5,,,,,41.343042,b'\x00',,1,3,False,,41,,0.0,,,,False,0,,210772000,,0,2.152848,
TurnRate.NO_TI_DEFAULT,511,,,,,280.1,,0,,,,,41.378772,b'\x00',,0,1,True,,42,,0.1,,,,False,34341,,224001990,,0,2.182627,
0.0,27,,,,,360.0,,0,,,,,41.335597,b'\x00',,0,1,True,,42,,0.0,,,,True,49258,,224101930,,0,2.144953,
TurnRate.NO_TI_DEFAULT,511,,,,,87.9,,7,,,,,41.373718,b'\x00',,0,1,True,,42,,0.0,,,,True,82010,,224066460,,0,2.184983,
0.0,55,,,,,240.7,,0,,,,,41.34798,b'\x00',,0,1,False,,43,,0.1,,,,False,25676,,224327160,,0,2.16273,
TurnRate.NO_TI_RIGHT,53,,,,,237.2,,0,,,,,41.327077,b'\x00',,0,3,True,,42,,5.0,,,,True,8016,,225987163,,0,2.157937,
0.0,2,,,,,83.0,,0,,,,,41.130552,b'\x00',,0,1,False,,43,,2.3,,,,False,99902,,354340000,,0,2.339812,
TurnRate.NO_TI_DEFAULT,511,,,,,360.0,,5,,,,,41.364677,b'\x00',,0,3,True,,42,,0.1,,,,True,83802,,224234560,,0,2.186537,
0.0,271,,,,,269.8,,0,,,,,41.269663,b'\x00',,0,1,False,,42,,11.4,,,,True,25676,,636011280,,0,2.262332,
0.0,231,,,,,141.9,,0,,,,,41.299492,b'\x00',,0,1,False,,44,,1.0,,,,False,34419,,636020334,,0,2.463662,
