turn,heading,epfd,hour,imo,to_bow,course,to_stern,status,callsign,month,to_port,to_starboard,lat,spare_1,destination,maneuver,msg_type,raim,dte,second,ais_version,speed,ship_type,draught,day,accuracy,radio,minute,mmsi,year,repeat,lon,shipname
0.0,26,,,,,310.7,,0,,,,,41.364002,b'\x00',,0,1,False,,14,,0.0,,,,False,114801,,224115180,,0,2.179735,
-2.0,111,,,,,136.1,,0,,,,,41.340308,b'\x00',,0,1,False,,16,,0.0,,,,True,49251,,225994881,,0,2.165445,
TurnRate.NO_TI_DEFAULT,511,,,,,360.0,,0,,,,,41.32772,b'\x00',,0,1,True,,17,,0.0,,,,True,2284,,225987164,,0,2.158155,
TurnRate.NO_TI_RIGHT,104,,,,,3.4,,0,,,,,41.337762,b'\x00',,0,3,False,,17,,0.2,,,,True,3936,,224569790,,0,2.165815,
0.0,216,,,,,136.5,,0,,,,,41.311038,b'\x00',,0,1,False,,17,,0.1,,,,True,49275,,636020899,,0,2.150978,
0.0,6,,,,,183.0,,9,,,,,41.36984,b'\x00',,0,1,False,,60,,0.1,,,,True,49249,,224904000,,0,2.185773,
TurnRate.NO_TI_DEFAULT,511,,,,,360.0,,0,,,,,41.340407,b'\x00',,0,1,True,,18,,0.0,,,,True,49247,,224551570,,0,2.165252,
0.0,5,,,,,103.8,,15,,,,,41.345815,b'\x00',,0,1,False,,16,,0.0,,,,True,25608,,224026000,,0,2.15199,
-3.0,8,,,,,284.6,,0,,,,,41.371273,b'\x00',,0,1,False,,18,,0.0,,,,False,66257,,224588000,,0,2.177172,
0.0,193,,,,,301.0,,0,,,,,41.338398,b'\x00',,0,3,False,,58,,0.0,,,,False,76957,,229353000,,0,2.165547,
TurnRate.NO_TI_DEFAULT,511,,,,,275.5,,0,,,,,41.338727,b'\x00',,0,1,False,,19,,0.5,,,,False,2199,,224569880,,0,2.166253,
-21.0,275,,,,,278.5,,0,,,,,41.269285,b'\x00',,0,3,False,,18,,10.7,,,,True,2720,,613013405,,0,2.222732,
0.0,282,,,,,209.2,,5,,,,,41.37632,b'\x00',,0,3,False,,20,,0.0,,,,True,81370,,229852000,,0,2.186537,
,,15,18,,,,,,,2,,,41.340807,b'\x00\x00',,,4,True,,19,,,,,11,False,99064,2,2240002,2024,0,2.16463,
,,7,18,,,,,,,2,,,41.335082,b'\x00\x00',,,4,False,,19,,,,,11,False,49315,2,2240991,2024,0,2.141278,
-19.0,275,,,,,278.4,,0,,,,,41.269285,b'\x00',,0,3,False,,18,,10.8,,,,True,4320,,613013405,,0,2.222732,
TurnRate.NO_TI_RIGHT,104,,,,,3.4,,0,,,,,41.337765,b'\x00',,0,1,False,,20,,0.3,,,,True,66319,,224569790,,0,2.165818,
,,15,18,,,,,,,2,,,41.417363,b'\x80\x00',,,4,True,,20,,,,,11,False,82045,2,2241128,2024,0,2.114192,
TurnRate.NO_TI_DEFAULT,511,,,,,247.0,,0,,,,,41.378807,b'\x00',,0,1,True,,21,,0.0,,,,False,49266,,224001990,,0,2.182588,
0.0,225,,,,,315.0,,15,,,,,41.342947,b'\x00',,0,1,False,,20,,0.1,,,,True,2307,,225989401,,0,2.158553,
TurnRate.NO_TI_DEFAULT,511,,,,,360.0,,0,,,,,41.34057,b'\x00',,0,1,True,,21,,0.0,,,,True,66351,,224304570,,0,2.165322,
,,1,3,9508110,85,,24,,9HA2101,2,12,5,,b'\x00',ESBCN,,5,,False,,1,,82,6.9,11,,,0,249960000,,0,,ATLANTIS ALHAMBRA
0.0,23,,,,,262.9,,5,,,,,41.337612,b'\x00',,0,3,False,,40,,0.0,,,,False,84090,,249960000,,0,2.153008,
0.0,27,,,,,360.0,,0,,,,,41.3356,b'\x00',,0,1,True,,22,,0.0,,,,True,82029,,224101930,,0,2.144942,
0.0,56,,,,,240.7,,0,,,,,41.347992,b'\x00',,0,1,False,,23,,0.0,,,,False,66392,,224327160,,0,2.162735,
0.0,4,,,,,79.0,,0,,,,,41.129098,b'\x00',,0,1,False,,23,,2.2,,,,False,66394,,354340000,,0,2.326657,
TurnRate.NO_TI_DEFAULT,511,,,,,77.1,,7,,,,,41.373713,b'\x00',,0,1,True,,23,,0.0,,,,True,33631,,224066460,,0,2.185,
0.0,6,,,,,23.1,,7,,,,,41.374815,b'\x00',,0,3,False,,23,,0.0,,,,False,74515,,224220140,,0,2.185252,
0.0,270,,,,,294.1,,0,,,,,41.300963,b'\x00',,0,1,False,,23,,1.9,,,,False,66424,,636020334,,0,2.465507,
0.0,104,,,,,3.4,,0,,,,,41.33777,b'\x00',,0,3,False,,23,,0.0,,,,True,0,,224569790,,0,2.165817,
0.0,5,,,,,253.5,,0,,,,,41.340825,b'\x00',,0,1,False,,22,,0.0,,,,False,25608,,224220360,,0,2.150232,
0.0,26,,,,,310.7,,0,,,,,41.364,b'\x00',,0,1,False,,24,,0.0,,,,False,33745,,224115180,,0,2.17974,
-2.0,191,,,,,102.8,,0,,,,,41.263303,b'\x00',,0,1,False,,27,,1.1,,,,False,33753,,357096000,,0,2.506837,
,,1,13,9322554,127,,13,,CQBI,2,14,8,,b'\x00',BARCELONA,,5,,False,,2,,75,6.4,7,,,0,255805837,,0,,SOLONG
2.0,112,,,,,338.3,,0,,,,,41.34031,b'\x00',,0,1,False,,26,,0.0,,,,True,49251,,225994881,,0,2.165447,
TurnRate.NO_TI_DEFAULT,511,,,,,360.0,,0,,,,,41.340407,b'\x00',,0,1,True,,26,,0.0,,,,True,25608,,224551570,,0,2.16525,
0.0,5,,,,,103.8,,15,,,,,41.345815,b'\x00',,0,1,False,,24,,0.0,,,,True,2255,,224026000,,0,2.15199,
2.0,188,,,,,219.5,,5,,,,,41.369602,b'\x00',,0,3,True,,27,,0.0,,,,True,84298,,319268000,,0,2.186565,
0.0,281,,,,,281.1,,5,,,,,41.375717,b'\x00',,0,3,False,,26,,0.0,,,,False,0,,319363000,,0,2.186183,
0.0,216,,,,,136.5,,0,,,,,41.311035,b'\x00',,0,1,False,,26,,0.1,,,,True,2246,,636020899,,0,2.150975,
0.0,6,,,,,184.6,,9,,,,,41.369843,b'\x00',,0,1,False,,60,,0.1,,,,True,33853,,224904000,,0,2.185773,
0.0,92,,,,,360.0,,0,,,,,41.327693,b'\x00',,0,1,True,,29,,0.0,,,,True,82010,,225987163,,0,2.158497,
0.0,193,,,,,301.0,,0,,,,,41.338407,b'\x00',,0,1,False,,8,,0.0,,,,False,25608,,229353000,,0,2.165543,
-2.0,255,,,,,256.4,,0,,,,,41.30545,b'\x00',,0,1,False,,26,,12.1,,,,True,49219,,566725000,,0,2.360133,
,,15,18,,,,,,,2,,,41.340808,b'\x00\x00',,,4,True,,29,,,,,11,False,99439,2,2240002,2024,0,2.16463,
1.0,275,,,,,277.0,,0,,,,,41.269347,b'\x00',,0,3,False,,27,,10.8,,,,True,12177,,613013405,,0,2.222148,
,,7,18,,,,,,,2,,,41.335082,b'\x00\x00',,,4,False,,29,,,,,11,False,49322,2,2240991,2024,0,2.141278,
TurnRate.NO_TI_DEFAULT,511,,,,,268.4,,0,,,,,41.338727,b'\x00',,0,1,False,,30,,0.5,,,,False,25608,,224569880,,0,2.166203,
2.0,8,,,,,284.6,,0,,,,,41.371273,b'\x00',,0,1,False,,30,,0.0,,,,False,33922,,224588000,,0,2.177173,
,,3,12,1010387,40,,56,,ZGBG9,11,8,9,,b'\x00',ES BCN,,5,,False,,2,,37,5.0,7,,,12,319808000,,0,,VAVA II
,,15,18,,,,,,,2,,,41.417367,b'\x80\x00',,,4,True,,30,,,,,11,False,82045,2,2241128,2024,0,2.114188,
TurnRate.NO_TI_DEFAULT,511,,,,,360.0,,0,,,,,41.34057,b'\x00',,0,1,True,,30,,0.1,,,,True,82018,,224304570,,0,2.165318,
TurnRate.NO_TI_DEFAULT,511,,,,,16.8,,15,,,,,41.346323,b'\x00',,0,1,False,,30,,0.0,,,,True,33939,,225394000,,0,2.15217,
0.0,4,,,,,77.0,,0,,,,,41.129115,b'\x00',,0,1,False,,32,,1.9,,,,False,33945,,354340000,,0,2.326765,
TurnRate.NO_TI_LEFT,105,,,,,3.4,,0,,,,,41.337763,b'\x00',,0,1,False,,32,,0.1,,,,True,25608,,224569790,,0,2.165818,
TurnRate.NO_TI_DEFAULT,511,,,,,6.0,,7,,,,,41.372962,b'\x00',,0,1,True,,31,,0.0,,,,True,2244,,224368920,,0,2.184942,
0.0,226,,,,,315.0,,15,,,,,41.342948,b'\x00',,0,1,False,,30,,0.0,,,,True,114782,,225989401,,0,2.158557,
0.0,260,,,,,259.8,,0,,,,,41.273375,b'\x00',,0,1,False,,31,,9.3,,,,True,2238,,636011280,,0,2.325622,
TurnRate.NO_TI_DEFAULT,511,,,,,246.2,,0,,,,,41.378783,b'\x00',,0,1,True,,33,,0.0,,,,False,2202,,224001990,,0,2.182593,
0.0,270,,,,,293.9,,0,,,,,41.300997,b'\x00',,0,1,False,,32,,1.9,,,,False,25608,,636020334,,0,2.465412,
TurnRate.NO_TI_DEFAULT,511,,,,,68.2,,7,,,,,41.373705,b'\x00',,0,1,True,,33,,0.0,,,,True,34009,,224066460,,0,2.185015,
0.0,27,,,,,360.0,,0,,,,,41.3356,b'\x00',,0,1,True,,33,,0.0,,,,True,2247,,224101930,,0,2.144942,
0.0,6,,,,,20.5,,7,,,,,41.374812,b'\x00',,0,1,False,,33,,0.0,,,,False,34024,,224220140,,0,2.185252,
0.0,55,,,,,240.7,,0,,,,,41.347992,b'\x00',,0,1,False,,34,,0.0,,,,False,82019,,224327160,,0,2.16273,
,,1,0,9324954,122,,26,,CQAT5,2,12,11,,b'\x00',ESBCN,,5,,False,,1,,70,7.2,12,,,0,255806271,,0,,WILHELMINE
0.0,5,,,,,253.5,,0,,,,,41.340822,b'\x00',,0,1,False,,35,,0.0,,,,False,2270,,224220360,,0,2.150235,
12.0,275,,,,,276.4,,0,,,,,41.269377,b'\x00',,0,3,False,,33,,10.8,,,,True,7552,,613013405,,0,2.221752,
8.0,275,,,,,276.4,,0,,,,,41.269377,b'\x00',,0,3,False,,33,,10.8,,,,True,1536,,613013405,,0,2.221752,
0.0,26,,,,,310.7,,0,,,,,41.364002,b'\x00',,0,1,False,,33,,0.0,,,,False,25608,,224115180,,0,2.17974,
0.0,241,,,,,312.4,,1,,,,,41.297543,b'\x00',,0,3,False,,37,,0.1,,,,False,85210,,636021472,,0,2.200565,
-3.0,112,,,,,254.1,,0,,,,,41.340312,b'\x00',,0,1,False,,36,,0.0,,,,True,114787,,225994881,,0,2.165443,
0.0,5,,,,,103.8,,15,,,,,41.34582,b'\x00',,0,1,False,,34,,0.0,,,,True,49233,,224026000,,0,2.151993,
0.0,6,,,,,185.0,,9,,,,,41.369843,b'\x00',,0,1,False,,60,,0.1,,,,True,49249,,224904000,,0,2.185772,
0.0,216,,,,,137.1,,0,,,,,41.31103,b'\x00',,0,1,False,,38,,0.1,,,,True,25608,,636020899,,0,2.150972,
0.0,91,,,,,360.0,,0,,,,,41.327693,b'\x00',,0,1,True,,38,,0.0,,,,True,25608,,225987163,,0,2.158498,
TurnRate.NO_TI_DEFAULT,511,,,,,360.0,,0,,,,,41.340407,b'\x00',,0,1,True,,38,,0.1,,,,True,114782,,224551570,,0,2.165253,
0.0,8,,,,,284.6,,0,,,,,41.371272,b'\x00',,0,1,False,,38,,0.0,,,,False,82037,,224588000,,0,2.177177,
TurnRate.NO_TI_DEFAULT,511,,,,,286.3,,0,,,,,41.338745,b'\x00',,0,1,False,,39,,0.5,,,,False,82044,,224569880,,0,2.166177,
2.0,275,,,,,277.0,,0,,,,,41.269407,b'\x00',,0,3,False,,38,,10.8,,,,True,2224,,613013405,,0,2.221417,
,,15,18,,,,,,,2,,,41.34081,b'\x00\x00',,,4,True,,39,,,,,11,False,99814,2,2240002,2024,0,2.16463,
0.0,254,,,,,254.9,,0,,,,,41.3053,b'\x00',,0,1,False,,37,,12.0,,,,True,2257,,566725000,,0,2.35935,
,,7,18,,,,,,,2,,,41.335082,b'\x00\x00',,,4,False,,39,,,,,11,False,2250,2,2240991,2024,0,2.141278,
TurnRate.NO_TI_DEFAULT,511,,,,,18.1,,15,,,,,41.346317,b'\x00',,0,1,False,,39,,0.0,,,,True,34290,,225394000,,0,2.152167,
0.0,193,,,,,301.0,,0,,,,,41.338413,b'\x00',,0,1,False,,19,,0.0,,,,False,49267,,229353000,,0,2.165533,
,,15,18,,,,,,,2,,,41.417372,b'\x80\x00',,,4,True,,40,,,,,11,False,82045,2,2241128,2024,0,2.114187,
-6.0,275,,,,,276.7,,0,,,,,41.269413,b'\x00',,0,3,False,,39,,10.9,,,,True,0,,613013405,,0,2.22135,
TurnRate.NO_TI_DEFAULT,511,,,,,254.9,,0,,,,,41.378777,b'\x00',,0,1,True,,42,,0.2,,,,False,2244,,224001990,,0,2.182597,
TurnRate.NO_TI_DEFAULT,511,,,,,21.5,,7,,,,,41.372958,b'\x00',,0,1,True,,41,,0.0,,,,True,25608,,224368920,,0,2.184948,
0.0,4,,,,,81.0,,0,,,,,41.129133,b'\x00',,0,1,False,,42,,2.3,,,,False,2230,,354340000,,0,2.326893,
0.0,55,,,,,240.7,,0,,,,,41.347988,b'\x00',,0,1,False,,43,,0.0,,,,False,114787,,224327160,,0,2.162732,
0.0,260,,,,,259.8,,0,,,,,41.273282,b'\x00',,0,1,False,,42,,9.3,,,,True,82022,,636011280,,0,2.325012,
0.0,226,,,,,315.0,,15,,,,,41.342948,b'\x00',,0,1,False,,41,,0.1,,,,True,67140,,225989401,,0,2.158563,
TurnRate.NO_TI_DEFAULT,511,,,,,360.0,,0,,,,,41.340577,b'\x00',,0,1,True,,42,,0.0,,,,True,99911,,224304570,,0,2.165322,
16.0,275,,,,,276.4,,0,,,,,41.269425,b'\x00',,0,3,False,,41,,10.9,,,,True,0,,613013405,,0,2.221217,
0.0,27,,,,,360.0,,0,,,,,41.3356,b'\x00',,0,1,True,,43,,0.0,,,,True,25608,,224101930,,0,2.144942,
TurnRate.NO_TI_DEFAULT,511,,,,,63.9,,7,,,,,41.373707,b'\x00',,0,1,True,,43,,0.0,,,,True,82008,,224066460,,0,2.185003,
14.0,275,,,,,276.2,,0,,,,,41.269425,b'\x00',,0,3,False,,41,,10.9,,,,True,8384,,613013405,,0,2.221217,
0.0,269,,,,,292.5,,0,,,,,41.301032,b'\x00',,0,3,False,,43,,1.8,,,,False,86909,,636020334,,0,2.465295,
0.0,5,,,,,253.5,,0,,,,,41.340822,b'\x00',,0,1,False,,43,,0.0,,,,False,49244,,224220360,,0,2.150235,
0.0,37,,,,,38.3,,0,,,,,41.08398,b'\x00',,0,1,True,,43,,13.2,,,,True,99972,,636019446,,0,1.979497,
0.0,6,,,,,19.6,,7,,,,,41.374813,b'\x00',,0,1,False,,44,,0.0,,,,False,99977,,224220140,,0,2.185255,
0.0,255,,,,,186.7,,5,,,,,41.378375,b'\x00',,0,3,True,,43,,0.0,,,,True,0,,319242700,,0,2.186702,
0.0,241,,,,,125.5,,1,,,,,41.30213,b'\x00',,0,3,False,,44,,0.3,,,,False,84826,,636023461,,0,2.208017,
-1.0,190,,,,,103.3,,0,,,,,41.263277,b'\x00',,0,1,False,,46,,1.1,,,,False,82045,,357096000,,0,2.507,
-8.0,275,,,,,276.4,,0,,,,,41.269443,b'\x00',,0,3,False,,44,,10.9,,,,True,0,,613013405,,0,2.22102,
TurnRate.NO_TI_DEFAULT,511,,,,,360.0,,0,,,,,41.327727,b'\x00',,0,1,True,,46,,0.0,,,,True,67293,,225987164,,0,2.158157,
2.0,112,,,,,143.7,,0,,,,,41.34031,b'\x00',,0,1,False,,46,,0.1,,,,True,34526,,225994881,,0,2.165443,
,,1,23,9293442,218,,76,,D5YT3,2,21,11,,b'\x00',ESBCL,,5,,False,,2,,70,10.6,10,,,10,636020334,,0,,MSC SHRISTI
0.0,26,,,,,310.7,,0,,,,,41.364005,b'\x00',,0,1,False,,45,,0.0,,,,False,67301,,224115180,,0,2.179737,
TurnRate.NO_TI_DEFAULT,511,,,,,360.0,,0,,,,,41.340407,b'\x00',,0,1,True,,47,,0.1,,,,True,49246,,224551570,,0,2.165247,
0.0,6,,,,,103.8,,15,,,,,41.345822,b'\x00',,0,1,False,,44,,0.0,,,,True,67316,,224026000,,0,2.151993,
0.0,216,,,,,136.4,,0,,,,,41.31103,b'\x00',,0,1,False,,47,,0.1,,,,True,25608,,636020899,,0,2.15097,
16.0,276,,,,,276.5,,0,,,,,41.269452,b'\x00',,0,3,False,,45,,10.9,,,,True,3872,,613013405,,0,2.220953,
0.0,90,,,,,360.0,,0,,,,,41.327693,b'\x00',,0,1,True,,48,,0.0,,,,True,25608,,225987163,,0,2.158502,
TurnRate.NO_TI_DEFAULT,511,,,,,284.4,,0,,,,,41.338745,b'\x00',,0,1,False,,49,,0.3,,,,False,67390,,224569880,,0,2.166172,
0.0,193,,,,,301.0,,0,,,,,41.338417,b'\x00',,0,1,False,,27,,0.0,,,,False,67391,,229353000,,0,2.165537,
,,15,24,0,15,,5,,,0,2,4,,b'\x00',,,5,,False,,1,,99,0.0,0,,,60,224368920,,0,,PILAR Y MARIA
0.0,105,,,,,3.4,,0,,,,,41.337767,b'\x00',,0,1,False,,50,,0.1,,,,True,2244,,224569790,,0,2.165848,
-1.0,8,,,,,284.6,,0,,,,,41.371272,b'\x00',,0,1,False,,49,,0.0,,,,False,49269,,224588000,,0,2.177178,
,,15,18,,,,,,,2,,,41.340812,b'\x00\x00',,,4,True,,49,,,,,11,False,100189,2,2240002,2024,0,2.16463,
,,7,18,,,,,,,2,,,41.335082,b'\x00\x00',,,4,False,,49,,,,,11,False,25608,2,2240991,2024,0,2.141278,
-5.0,276,,,,,277.1,,0,,,,,41.269472,b'\x00',,0,3,False,,48,,10.9,,,,True,11697,,613013405,,0,2.220753,
,,15,18,,,,,,,2,,,41.417375,b'\x80\x00',,,4,True,,50,,,,,11,False,82045,2,2241128,2024,0,2.114185,
TurnRate.NO_TI_DEFAULT,511,,,,,17.0,,15,,,,,41.346315,b'\x00',,0,1,False,,50,,0.0,,,,True,34695,,225394000,,0,2.15217,
TurnRate.NO_TI_DEFAULT,511,,,,,261.9,,0,,,,,41.378783,b'\x00',,0,1,True,,52,,0.0,,,,False,49266,,224001990,,0,2.182595,
0.0,205,,,,,18.1,,5,,,,,41.353298,b'\x00',,0,3,False,,49,,0.0,,,,False,82874,,276870000,,0,2.171033,
0.0,4,,,,,81.0,,0,,,,,41.12915,b'\x00',,0,1,False,,52,,1.9,,,,False,2292,,354340000,,0,2.327003,
-1.0,276,,,,,277.0,,0,,,,,41.269483,b'\x00',,0,3,False,,50,,10.9,,,,True,0,,613013405,,0,2.220622,
0.0,27,,,,,360.0,,0,,,,,41.3356,b'\x00',,0,1,True,,52,,0.0,,,,True,114797,,224101930,,0,2.144943,
TurnRate.NO_TI_DEFAULT,511,,,,,360.0,,0,,,,,41.340577,b'\x00',,0,1,True,,52,,0.0,,,,True,2266,,224304570,,0,2.165328,
0.0,226,,,,,313.5,,15,,,,,41.342948,b'\x00',,0,1,False,,51,,0.0,,,,True,49246,,225989401,,0,2.158563,
0.0,261,,,,,259.9,,0,,,,,41.273208,b'\x00',,0,1,False,,52,,9.4,,,,True,49257,,636011280,,0,2.32444,
0.0,6,,,,,22.1,,7,,,,,41.374813,b'\x00',,0,1,False,,53,,0.0,,,,False,114780,,224220140,,0,2.185258,
TurnRate.NO_TI_DEFAULT,511,,,,,65.4,,7,,,,,41.373707,b'\x00',,0,1,True,,53,,0.0,,,,True,2213,,224066460,,0,2.185005,
0.0,55,,,,,240.7,,0,,,,,41.347987,b'\x00',,0,1,False,,54,,0.0,,,,False,2246,,224327160,,0,2.162735,
0.0,268,,,,,291.9,,0,,,,,41.301063,b'\x00',,0,1,False,,54,,1.8,,,,False,2214,,636020334,,0,2.465192,
8.0,276,,,,,276.2,,0,,,,,41.269497,b'\x00',,0,3,False,,53,,10.9,,,,True,8080,,613013405,,0,2.220417,
0.0,233,,,,,323.1,,5,,,,,41.344572,b'\x00',,0,3,False,,55,,0.0,,,,True,215914,,250002434,,0,2.156837,
12.0,276,,,,,276.5,,0,,,,,41.269497,b'\x00',,0,3,False,,53,,10.9,,,,True,0,,613013405,,0,2.220417,
0.0,5,,,,,253.5,,0,,,,,41.340823,b'\x00',,0,1,False,,55,,0.0,,,,False,100399,,224220360,,0,2.150235,
0.0,26,,,,,310.7,,0,,,,,41.364005,b'\x00',,0,1,False,,53,,0.0,,,,False,25608,,224115180,,0,2.179737,
TurnRate.NO_TI_DEFAULT,511,,,,,360.0,,0,,,,,41.327727,b'\x00',,0,1,True,,56,,0.0,,,,True,67666,,225987164,,0,2.158155,
,,1,8,9478585,161,,29,,V7A2555,1,12,21,,b'\x00',ES BCN,,5,,False,,0,,79,11.5,30,,,0,538008596,,0,,KEY OHANA
-5.0,276,,,,,277.1,,0,,,,,41.269505,b'\x00',,0,3,False,,54,,10.9,,,,True,3984,,613013405,,0,2.220352,
TurnRate.NO_TI_DEFAULT,511,,,,,360.0,,0,,,,,41.340413,b'\x00',,0,1,True,,57,,0.0,,,,True,25608,,224551570,,0,2.165247,
0.0,6,,,,,103.8,,15,,,,,41.34582,b'\x00',,0,1,False,,55,,0.0,,,,True,49233,,224026000,,0,2.15199,
-16.0,110,,,,,141.8,,0,,,,,41.340307,b'\x00',,0,1,False,,58,,0.0,,,,True,25608,,225994881,,0,2.165447,
0.0,216,,,,,138.4,,0,,,,,41.311035,b'\x00',,0,1,False,,58,,0.1,,,,True,82042,,636020899,,0,2.150968,
0.0,217,,,,,276.4,,5,,,,,41.314258,b'\x00',,0,3,True,,53,,0.0,,,,True,85514,,255805837,,0,2.154098,
0.0,276,,,,,0.0,,5,,,,,41.37148,b'\x00',,0,3,False,,56,,0.0,,,,True,83850,,319222800,,0,2.185275,
0.0,6,,,,,184.3,,9,,,,,41.369842,b'\x00',,0,1,False,,60,,0.1,,,,True,25608,,224904000,,0,2.185767,
0.0,255,,,,,255.4,,0,,,,,41.305033,b'\x00',,0,1,False,,56,,12.1,,,,True,34991,,566725000,,0,2.357983,
0.0,193,,,,,301.0,,0,,,,,41.338417,b'\x00',,0,1,False,,37,,0.0,,,,False,100536,,229353000,,0,2.165543,
2.0,8,,,,,284.6,,0,,,,,41.371272,b'\x00',,0,1,False,,58,,0.0,,,,False,2279,,224588000,,0,2.17718,
0.0,91,,,,,360.0,,0,,,,,41.327693,b'\x00',,0,1,True,,59,,0.0,,,,True,2224,,225987163,,0,2.158497,
0.0,105,,,,,3.4,,0,,,,,41.337773,b'\x00',,0,1,False,,0,,0.0,,,,True,2315,,224569790,,0,2.165835,
-12.0,276,,,,,277.1,,0,,,,,41.269523,b'\x00',,0,3,False,,57,,10.9,,,,True,0,,613013405,,0,2.220147,
0.0,155,,,,,183.7,,5,,,,,41.380362,b'\x00',,0,3,False,,57,,0.0,,,,True,0,,378113477,,0,2.18423,
TurnRate.NO_TI_DEFAULT,511,,,,,15.4,,15,,,,,41.346312,b'\x00',,0,1,False,,58,,0.0,,,,True,114783,,225394000,,0,2.152168,
,,15,18,,,,,,,2,,,41.340813,b'\x00\x00',,,4,True,,59,,,,,11,False,82019,2,2240002,2024,0,2.164628,
TurnRate.NO_TI_DEFAULT,511,,,,,291.2,,0,,,,,41.338748,b'\x00',,0,1,False,,0,,0.4,,,,False,2222,,224569880,,0,2.166147,
,,7,18,,,,,,,2,,,41.335082,b'\x00\x00',,,4,False,,59,,,,,11,False,65556,2,2240991,2024,0,2.141278,
TurnRate.NO_TI_DEFAULT,511,,,,,259.2,,0,,,,,41.378797,b'\x00',,0,1,True,,1,,0.2,,,,False,65566,,224001990,,0,2.182587,
,,15,18,,,,,,,2,,,41.417378,b'\x80\x00',,,4,True,,0,,,,,11,False,65571,3,2241128,2024,0,2.114183,
0.0,260,,,,,260.1,,0,,,,,41.273145,b'\x00',,0,1,False,,1,,9.4,,,,True,32852,,636011280,,0,2.323923,
,,1,7,1010624,34,,51,,J8RH3,9,9,5,,b'\x00',ESBCN,,5,,False,,2,,37,3.8,20,,,55,377901289,,0,,MERIDIAN A
TurnRate.NO_TI_DEFAULT,511,,,,,17.1,,7,,,,,41.372962,b'\x00',,0,1,True,,2,,0.0,,,,True,32863,,224368920,,0,2.184943,
0.0,55,,,,,240.7,,0,,,,,41.34799,b'\x00',,0,1,False,,3,,0.0,,,,False,2261,,224327160,,0,2.162738,
TurnRate.NO_TI_DEFAULT,511,,,,,36.7,,0,,,,,41.340587,b'\x00',,0,1,True,,2,,1.6,,,,True,32879,,224304570,,0,2.165345,
0.0,226,,,,,313.5,,15,,,,,41.342945,b'\x00',,0,1,False,,1,,0.1,,,,True,49246,,225989401,,0,2.158567,
TurnRate.NO_TI_DEFAULT,511,,,,,76.0,,7,,,,,41.373708,b'\x00',,0,1,True,,3,,0.0,,,,True,98417,,224066460,,0,2.185007,
,,1,9,1009833,36,,50,,ZCYD3,8,6,6,,b'\x00',SEA TRIAL,,5,,False,,1,,37,3.5,2,,,0,319268000,,0,,B2
0.0,27,,,,,360.0,,0,,,,,41.335597,b'\x00',,0,1,True,,3,,0.0,,,,True,2231,,224101930,,0,2.144947,
0.0,268,,,,,292.0,,0,,,,,41.301097,b'\x00',,0,1,False,,3,,1.8,,,,False,49289,,636020334,,0,2.46509,
0.0,286,,,,,273.3,,5,,,,,41.375345,b'\x00',,0,3,True,,4,,0.1,,,,True,84986,,248283000,,0,2.18564,
0.0,6,,,,,17.7,,7,,,,,41.374803,b'\x00',,0,1,False,,4,,0.0,,,,False,65714,,224220140,,0,2.18525,
0.0,284,,,,,148.1,,5,,,,,41.376327,b'\x00',,0,3,False,,4,,0.0,,,,True,92602,,229852000,,0,2.186542,
0.0,5,,,,,253.5,,0,,,,,41.340823,b'\x00',,0,1,False,,3,,0.0,,,,False,49243,,224220360,,0,2.150235,
0.0,284,,,,,148.1,,5,,,,,41.376327,b'\x00',,0,3,False,,5,,0.0,,,,True,84954,,229852000,,0,2.186542,
-1.0,190,,,,,103.5,,0,,,,,41.263245,b'\x00',,0,1,False,,6,,1.1,,,,False,65740,,357096000,,0,2.507143,
,,1,18,9349772,30,,159,,EAMS,2,2,24,,b'\x00',ESBCN,,5,,False,,0,,69,6.5,10,,,15,224588000,,0,,CIUDAD DE PALMA
0.0,26,,,,,310.7,,0,,,,,41.364003,b'\x00',,0,1,False,,4,,0.0,,,,False,65793,,224115180,,0,2.179735,
TurnRate.NO_TI_DEFAULT,511,,,,,360.0,,0,,,,,41.340407,b'\x00',,0,1,True,,7,,0.0,,,,True,33045,,224551570,,0,2.16525,
0.0,216,,,,,138.5,,0,,,,,41.311038,b'\x00',,0,1,False,,7,,0.1,,,,True,49274,,636020899,,0,2.150967,
TurnRate.NO_TI_DEFAULT,511,,,,,360.0,,0,,,,,41.327727,b'\x00',,0,1,True,,7,,0.0,,,,True,65838,,225987164,,0,2.158157,
-6.0,108,,,,,145.7,,0,,,,,41.340307,b'\x00',,0,1,False,,8,,0.0,,,,True,49251,,225994881,,0,2.165447,
0.0,6,,,,,184.6,,9,,,,,41.369842,b'\x00',,0,1,False,,60,,0.1,,,,True,33084,,224904000,,0,2.18577,
0.0,7,,,,,103.8,,15,,,,,41.34582,b'\x00',,0,1,False,,6,,0.0,,,,True,33102,,224026000,,0,2.151997,
TurnRate.NO_TI_DEFAULT,511,,,,,281.3,,0,,,,,41.338748,b'\x00',,0,1,False,,9,,0.3,,,,False,25612,,224569880,,0,2.166143,
0.0,255,,,,,255.0,,0,,,,,41.304883,b'\x00',,0,1,False,,6,,12.1,,,,True,49219,,566725000,,0,2.357267,
0.0,205,,,,,158.9,,5,,,,,41.354917,b'\x00',,0,3,False,,8,,0.1,,,,False,0,,538005024,,0,2.172202,
